Product code,Language,Product id,Category,List price,Price,Weight,Quantity,Min quantity,Shipping freight,Date added,Downloadable,Files,Ship downloadable,Inventory tracking,Free shipping,Zero price action,Thumbnail,Detailed image,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,Pay by points,Override points,Override exchange rate,SEO name,Short description,Status,Popularity,Max quantity,Quantity step,List qty count,Out of stock actions,Promo text,Product URL,Image URL,Images,Detailed image URL,Items in box,Box size,Usergroup IDs,Available since,Product availability,Options type,Exceptions type,Store,Attachments,Variation group code,Variation group id,Variation parent product id,Variation sub group id,Variation set as default,test (Variation feature),test2 (Variation feature),Βάρος (Variation feature),Γεύση (Variation feature),Μάρκα (Variation feature),Μήκος (Variation feature),Πλάτος (Variation feature),Συσκευασία (Variation feature),Ύψος (Variation feature),Discussion,Unit name,Units in product,Show price per X units
"29892-97161","el","4858","AMILA","23.50","23.50","0.000","92","","0.00","01 Apr 2025 10:02:26","N","","N","","N","","","1/exim/backup/images/97161-scaled.jpg#{[el]:;}","Ρακέτα Ping Pong Butterfly Timo Boll SG33","<p>Η ρακέτα Timo Boll SG33 είναι μια υψηλής ποιότητας ρακέτα για παίχτες αναψυχής ή νέους παίχτες ομάδων. Κατασκευασμένη με λάστιχο Addoy και σφουγγάρι 1,7 χιλιοστού, για ισορροπία στο φάλτσο και στην ταχύτητα. Η λαβή του είναι η νέα πρωτοποριακή λαβή smart.grip για απλό πιάσημο με αυξημένη επαφή με την παλάμη. Το λάστιχο της ρακέτας είναι εγκεκριμένο από την ITTF (International Table Tennis Federation - Διεθνής Ομοσπονδία Επιτραπέζιας Αντισφαίρισης)</p>","","","","","","","","Ρακέτες Ping-Pong; Sports; Ping-Pong","N","N","N","raketa-ping-pong-butterfly-timo-boll-sg33","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/raketa-ping-pong-butterfly-timo-boll-sg33/","http://192.168.1.18/madfit_gr/images/thumbnails/280/106/detailed/27/97161-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/97161-scaled.jpg///http://192.168.1.18/madfit_gr/images/detailed/27/97161_1-scaled.jpg///http://192.168.1.18/madfit_gr/images/detailed/27/97161_2-scaled.jpg///http://192.168.1.18/madfit_gr/images/detailed/27/97161_3-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/97161-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"26284-44084","el","4859","AMILA","14.50","14.50","0.000","227","","0.00","01 Apr 2025 10:02:26","N","","N","","N","","","1/exim/backup/images/44084.jpg#{[el]:;}","Μαξιλάρι κοιλιακών","<p><html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1253""><title>Blank page</title></p><style></style><p></head><body>Το μαξιλάρι κοιλιακών της AMILA δημιουργήθηκε για να σας βοηθήσει στις ασκήσεις κοιλιακών. Ελαφρύ και πρακτικό για την μεταφορά του, θα μπορείτε εύκολα να το μεταφέρετε ή να το αποθηκεύετε.<br />Ασφαλές, άνετο σχεδιασμένο για να αγκαλιάζει το κάτω μέρος της πλάτης σας, και να σας παρέχει την κατάλληλη ασφάλεια, αποφεύγοντας τους τραυματισμούς. Σχεδιασμένο για να μπορείτε ελεύθεροι να κάνετε όλο το εύρος κινήσεων, στοχεύοντας τους κοιλιακούς. Ένα πολύ καλό αξεσουάρ για εξάσκηση στο σπίτι.<br />Ένα σχέδιο ιδανικό για όλους, καθώς είναι σχεδιασμένο να λειτουργεί με κάθε σωματότυπο σε γυναίκες και άντρες</body></html></p>","","","","","","","","Όργανα Κοιλιακών; Γενική Ενδυνάμωση; Fitness","N","N","N","maksilari-koiliakon-el","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/maksilari-koiliakon-el/","http://192.168.1.18/madfit_gr/images/thumbnails/280/152/detailed/27/44084.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/44084.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/44084.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"18418-48221","el","4856","AMILA","4.00","4.00","0.000","638","","0.00","01 Apr 2025 10:02:26","N","","N","","N","","","1/exim/backup/images/48221-scaled.jpg#{[el]:;}","Κορδέλα Ρυθμικής Γυμναστικής Παιδική, Μπλε","","","","","","","","","Ρυθμική Γυμναστική; Κορδέλες Ρυθμικής; Sports","N","N","N","kordela-rythmikis-gymnastikis-paidiki-mple","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/kordela-rythmikis-gymnastikis-paidiki-mple/","http://192.168.1.18/madfit_gr/images/thumbnails/280/313/detailed/27/48221-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/48221-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/48221-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"35219-48978","el","4857","AMILA","16.00","16.00","0.000","277","","0.00","01 Apr 2025 10:02:26","N","","N","","N","","","1/exim/backup/images/48978.jpg#{[el]:;}","Σετ Προστατευτικά Γκρι/Ροζ Medium","<p>    Το προστατευτικό σετ της AMILA προσφέρει μια ολοκληρωμένη  προστασία στο<br />    παιδί κατά την εξερεύνηση των σπορ όπως το skateboard, το inline skating,<br />    την ποδηλασία και  γενικώς τα «riding» sports.</p><p><H4><br />    Αντοχή σε Πτώσεις και Χτυπήματα<br /></H4></p><p>    Το σκληρό  προστατευτικό στο Set είναι κατασκευασμένο από PE ένα υλικό ικανό<br />    να αντέχει στις πτώσεις.  Ο κυρτός σχεδιασμός τόσο στις επιγονατίδες όσο και<br />    στις επιαγκωνίδες αγκαλιάζει  και προστατεύει τις αρθρώσεις</p><p><H4><br />    Διαπνέον Υλικό, Απορρόφηση Κραδασμών<br /></H4></p><p>    Το προστατευτικό σετ της AMILA διαθέτει μαξιλάρι EVA υψηλής πυκνότητας,<br />    ικανό να απορροφήσει τους κραδασμούς. Το ύφασμα είναι διαπνέον για να μπορεί<br />    το  σημείο που καλύπτεται να παίρνει αέρα προσφέροντας άνεση και προστασία<br />    στο  δέρμα κατά την διάρκεια που το παιδί το φοράει.</p><p><H4><br />    Μεταβαλλόμενο Διπλό Κλείσιμο από Velcro<br /></H4></p><p>    Προσαρμόστε το διπλό κλείσιμο στα προστατευτικά στο μέγεθος  που πρέπει για<br />    να εφαρμόζουν καλύτερα, προσφέροντας καλύτερη προστασία. Ο  ιμάντας είναι<br />    ελαστικός και το Velcro θα προσφέρει την ευκολία που χρειάζεται.</p>","","","","","","","","Προστατευτικά Skate - Roller; Sports; Skate - Roller","N","N","N","set-prostateytika-gkri-roz-medium","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/set-prostateytika-gkri-roz-medium/","http://192.168.1.18/madfit_gr/images/thumbnails/280/186/detailed/27/48978.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/48978.jpg///http://192.168.1.18/madfit_gr/images/detailed/27/48978_1.jpg///http://192.168.1.18/madfit_gr/images/detailed/27/48978_2.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/48978.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"24188-99072","el","3992","AMILA","21.50","21.50","0.000","49","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/99072.jpg#{[el]:;}","Σφαίρα Εσωτερικού Χώρου 2Kg","<p>Σφαίρα κατασκευασμένη από PVC που δεν θα αφήσει σημάδια στο πάτωμα ή στον τοίχο. Κάντε την προπόνηση σας ακόμα και τις μέρες με δύσκολες καιρικές συνθήκες</p>","","","","","","","","Στίβος; Sports; Ρίψεις","N","N","N","sfaira-esoterikoy-khoroy-2kg","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/sfaira-esoterikoy-khoroy-2kg/","http://192.168.1.18/madfit_gr/images/thumbnails/280/280/detailed/25/99072.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/99072.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/99072.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"25472-98971","el","3993","AMILA","6.00","6.00","0.000","8","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/98971-scaled.jpg#{[el]:;}","Κορίνες Ρυθμικής Γυμναστικής Παιδικές 36cm Σκληρές, Λευκές","","","","","","","","","Sports; Κορίνες Ρυθμικής; Ρυθμική Γυμναστική","N","N","N","korines-rythmikis-gymnastikis-paidikes-36cm-sklires-leykes","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/korines-rythmikis-gymnastikis-paidikes-36cm-sklires-leykes/","http://192.168.1.18/madfit_gr/images/thumbnails/280/909/detailed/25/98971-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/98971-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/98971-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"34511-83332","el","3994","AMILA","14.90","14.90","0.000","0","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/83332.jpg#{[el]:;}","Ζώνη Άρσης Βαρών Neoprene AMILA TACTICAL S","<p>    Η ζώνη άρσης βαρών TACTICAL της AMILA είναι σχεδιασμένη να<br />    παρέχει την κατάλληλη υποστήριξη κατά την άρση βαρών. Κατασκευασμένη  από<br />    Neoprene, με ιμάντα Polyester και μεγαλύτερο πλάτος στο σημείο που<br />    ακουμπάει η μέση.</p><h4>    Πλάτος Ζώνης και Κατασκευή<br /></h4><p>    Το πλάτος της ζώνης ξεκινάει στα 7 εκατοστά αλλά στο σημείο  που ακουμπάει η<br />    μέση γίνεται 15 εκατοστά. Με αυτό τον τρόπο επιτυγχάνεται υψηλή  στήριξη<br />    μειώνοντας τον όγκο της ζώνης, κάνοντας την «Less Bulky». Διαθέτει  roller<br />    στην αγκράφα για να την σφίγγετε πιο εύκολα, και κλείσιμο από Velcro για  να<br />    την προσαρμόζετε ακριβώς εκεί που θέλετε. Κατασκευασμένη από Neoprene 11,5mm, ενώ ο ιμάντας είναι από Polyester.</p>","","","","","","","","Ζώνες Άρσης Βαρών; Ελεύθερα Βάρη; Fitness","N","N","N","zoni-arsis-baron-neoprene-amila-tactical-s","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/zoni-arsis-baron-neoprene-amila-tactical-s/","http://192.168.1.18/madfit_gr/images/thumbnails/280/181/detailed/25/83332.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/83332.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/83332_1.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/83332_2.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/83332_3.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/83332.jpg","min:0;max:0","length:0;width:0;height:0","0","","out of stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"25449-41872","el","3995","AMILA","32.50","32.50","0.000","0","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/41872.jpg#{[el]:;}","Μπάλα Ποδοσφαίρου Mikasa PKC55-BR2 No. 5","","","","","","","","","Ποδόσφαιρο; Μπάλες Ποδοσφαίρου; Sports","N","N","N","mpala-podosfairoy-mikasa-pkc55-br2-no-5","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/mpala-podosfairoy-mikasa-pkc55-br2-no-5/","http://192.168.1.18/madfit_gr/images/thumbnails/280/276/detailed/25/41872.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/41872.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/41872.jpg","min:0;max:0","length:0;width:0;height:0","0","","out of stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"100139","el","2937","Scivation","0.00","50.00","1.220","0","","0.00","31 Mar 2025 17:08:24","N","","N","","N","","","1/exim/backup/images/xtend_pgn9-ok.webp#{[el]:;}","SCIVATION XTEND THE ORIGINAL BCAA","<p><b>Μυϊκή ανάπτυξη, αποκατάσταση, ενυδάτωση!</b></p><p><span style=""font-weight: 400"">Πέτυχε έναν συνδυασμό μυϊκής ανάπτυξης, αναδόμησης και αναπλήρωσης υγρών και ηλεκτρολυτών, με το </span><b>XTEND Original</b><span style=""font-weight: 400"">. Αυτή η ισχυρή φόρμουλα που ενσωματώνει αμινοξέα διακλαδισμένης αλυσίδας (BCAA), L-γλουταμίνη και ένα μίγμα ηλεκτρολυτών, μπορεί να γίνει ένας καλός σύμμαχος των προσπαθειών που καταβάλλεις στο γυμναστήριο. </span></p><p><span style=""font-weight: 400"">Προϊόν που εμπιστεύονται αθλητές και αθλούμενοι για περισσότερα από 15 χρόνια, περιέχει 7 γραμμάρια BCAA αμινοξέων ανά μερίδα, στην ιδανική αναλογία 2:1:1 (2 μέρη λευκίνης προς 1 μέρος ισολευκίνης και 1 μέρος βαλίνης). Τα αμινοξέα διακλαδισμένης αλυσίδας είναι βασικά δομικά στοιχεία της σύνθεσης των πρωτεϊνών και λαμβάνονται μέσω των τροφών, καθώς ο οργανισμός δεν έχει τη δυνατότητα να τα συνθέσει από άλλες ενώσεις. Αντιπροσωπεύουν περίπου το 35% των απαραίτητων αμινοξέων των σκελετικών μυών και συμβάλλουν στην ανάπτυξη της μυϊκής μάζας, στην αποκατάσταση, στη μείωση του μυϊκού πόνου και στη διατήρηση των αποθεμάτων γλυκογόνου.</span></p><p><span style=""font-weight: 400"">Στο μίγμα έχει προστεθεί γλουταμίνης, ενός αμινοξέος που σε αντίθεση με τα BCAAs παράγεται φυσικά από τον οργανισμό, ωστόσο τα επίπεδά της συχνά δεν επαρκούν, ιδιαίτερα κατά την έντονη άσκηση. Η λήψη γλουταμίνης μέσω συμπληρωμάτων μπορεί να αυξήσει την αντοχή, να αποτρέψει τον πόνο και να βελτιώσει γενικά την αθλητική απόδοση. </span></p><p><span style=""font-weight: 400"">Η μηλική κιτρουλίνη, που επίσης περιέχεται στη φόρμουλα, βοηθάει στην κυκλοφορία του αίματος και μέσω αυτής στην καλύτερη τροφοδότηση των μυών με τα απαραίτητα θρεπτικά συστατικά.</span></p><p><span style=""font-weight: 400"">Η προσθήκη μίγματος ηλεκτρολυτών -κιτρικό νάτριο, χλωριούχο κάλιο, χλωριούχο νάτριο- θα εξασφαλίσει την ενυδάτωση του σώματος, την αναπλήρωση των απωλειών από την προπόνηση και τη διατήρηση της ισορροπίας υγρών και ηλεκτρολυτών στον οργανισμό.</span></p><p><b>Γιατί να το επιλέξεις</b></p><ul><li style=""font-weight: 400""><span style=""font-weight: 400"">Συμπλήρωμα διατροφής για αποτελεσματική μυϊκή ανάπτυξη, ενυδάτωση και αποκατάσταση</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Με 7 γραμμάρια BCAAs ανά μερίδα, που υποστηρίζουν την πρωεϊνοσύνθεση </span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Με προσθήκη γλουταμίνης για αύξηση της αντοχής και μείωση του πόνου</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Μηλική κιτρουλίνη για αύξηση απόδοσης μέσω της βελτίωσης της κυκλοφορίας</span></li><li style=""font-weight: 400""><span style=""font-weight: 400"">Μίγμα ηλεκτρολυτών για ενυδάτωση και διατήρηση της ισορροπίας υγρών και ηλεκτρολυτών</span></li></ul><p><b>Συνιστώμενη δοσολογία</b></p><p><span style=""font-weight: 400"">Ως συμπλήρωμα διατροφής, ανάμιξε 1 δόση σε 300-400 ml νερού και ανακίνησε καλά στο σέικερ. Στις ημέρες προπόνησης, κατανάλωσε 1 δόση κατά τη διάρκεια της άσκησης και 1 δόση μετά την άσκηση. Σε ημέρες μη προπόνησης, πάρε 2 δόσεις οποιεσδήποτε ώρες στη διάρκεια της ημέρας. Για καλύτερα αποτελέσματα, κατανάλωσε καθημερινά.</span></p><p>&nbsp;</p>","","","","","","Γεύση: S[Φράουλα Ακτινίδιο]; Συσκευασία: S[1220g]","","Αμινοξέα///Αμινοξέα σε σκόνη; Αμινοξέα///Αμινοξέα BCAA; Αμινοξέα","N","N","N","scivation-xtend-the-original-bcaa-el-2","","D","0","","","","N","","http://192.168.1.18/madfit_gr/scivation/scivation-xtend-the-original-bcaa/?variation_id=2937","http://192.168.1.18/madfit_gr/images/thumbnails/280/280/detailed/22/xtend_pgn9-ok.webp","http://192.168.1.18/madfit_gr/images/detailed/22/xtend_pgn9-ok.webp///http://192.168.1.18/madfit_gr/images/detailed/22/xtendd_h8z2-r0.webp","http://192.168.1.18/madfit_gr/images/detailed/22/xtend_pgn9-ok.webp","min:0;max:0","length:0;width:0;height:0","0","","out of stock","","","CS-Cart","","GC_0249","453","2935","453_2935","N","","","","Φράουλα Ακτινίδιο","","","","1220g","","D","","0.000","1.000"
"26776-36612","el","5200","AMILA","28.00","28.00","0.000","423","","0.00","01 Apr 2025 10:02:26","N","","N","","N","","","1/exim/backup/images/36612-scaled.jpg#{[el]:;}","Δάπεδο Προστασίας EVA Ξύλο 100x100cm 2,5cm","","","","","","","","","Όργανα Γυμναστικής Επαγγελματικά; Επένδυση Πατώματος / Τοίχου; Tatami","N","N","N","dapedo-prostasias-eva-ksylo-100x100cm-2-5cm","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/dapedo-prostasias-eva-ksylo-100x100cm-2-5cm/","http://192.168.1.18/madfit_gr/images/thumbnails/280/158/detailed/27/36612-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/36612-scaled.jpg///http://192.168.1.18/madfit_gr/images/detailed/27/36612_1-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/27/36612-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"25494-98961","el","4174","AMILA","14.00","14.00","0.000","71","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/98961-scaled.jpg#{[el]:;}","Κορίνες Ρυθμικής Γυμναστικής 41cm Μαλακές, Μωβ/Μαύρο","","","","","","","","","Ρυθμική Γυμναστική; Κορίνες Ρυθμικής; Sports","N","N","N","korines-rythmikis-gymnastikis-41cm-malakes-mob-mayro","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/korines-rythmikis-gymnastikis-41cm-malakes-mob-mayro/","http://192.168.1.18/madfit_gr/images/thumbnails/280/910/detailed/25/98961-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/98961-scaled.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/98961-scaled_tec2-cv.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/98961-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"28074-94454","el","4170","AMILA","21.00","21.00","0.000","-82","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/94454.jpg#{[el]:;}","BEFIT ZERO Επαγγελματικό Δάπεδο Γυμναστηρίου Ανθρακί 100x50x2cm","<p><html><head></head><body></p><p>Δάπεδο κατασκευασμένο από 100% ανακυκλωμένο λάστιχο.</p><p><strong>Πλεονεκτήματα του δαπέδου που έχει κατασκευαστεί από 100% ανακυκλωμένο λάστιχο:</strong></p><ul><li>Είναι αντικραδασμικό δάπεδο, ιδανικό για κάθε είδους προπόνηση ή άλλη έντονη χρήση.</li><li>Είναι αντιολισθητικό δάπεδο.</li><li>Παρέχει μεγάλη σταθερότητα κατά τη χρήση.</li><li>Εξασφαλίζει την προστασία του εξοπλισμού που πατά στο δάπεδο, εξασφαλίζοντας τη σταθερότητά του και τη σωστή λειτουργία του.</li><li>Παρέχει ηχομόνωση στον χώρο.</li><li>Προστατεύει το δάπεδο του κτιρίου από φθορές.</li><li>Έχει πολύ μεγάλη ανθεκτικότητα και αντοχή στην καθημερινή και έντονη καταπόνηση.</li><li>Η αντοχή του στον χρόνο είναι πολύ μεγάλη και η ζωή του διαρκεί πολλά χρόνια.</li><li>Αποτελείται από υλικά που δε θέτουν σε κίνδυνο την υγεία.</li><li>Τοποθετείται εύκολα και χωρίς κόλλα.</li><li>Είναι ελαφρύ. Κάθε τετραγωνικό μέτρο ζυγίζει 18 κιλά.</li></ul><p><strong>Τι είναι η ""κρύα διαδικασία"" κατασκευής του δαπέδου:</strong></p><p>Η κρύα διαδικασία είναι μια πρωτοποριακή μέθοδος που ακολουθεί η BEKA ειδικά για πατώματα από ανακυκλωμένο υλικό που προορίζονται για εσωτερική χρήση. Τα συνηθισμένα πατώματα που κυκλοφορούν ενώνουν την πρώτη ύλη (τα κομμάτια καουτσούκ) θερμαίνοντας τα με σκοπό να κολλήσουν.</p><ul><li>Η κρύα διαδικασία περιλαμβάνει πολλαπλό κόψιμο, πλύσιμο και αφαίρεση οποιασδήποτε άσχετης ουσίας που μπορεί να περιέχουν τα πρωτογενή υλικά, ώστε να δημιουργηθεί το λαστιχένιο πάτωμα με πολύ μικρούς κόκκους. Όσο μικρότεροι είναι οι κόκκοι του πατώματος, τόσο περισσότερη σταθερότητα και αντικραδασμική προστασία παρέχει το υλικό κατά τη χρήση του.</li><li>Σε αντίθεση με τη θερμή κόλληση που έχει 1% ανοχή στις διαστάσεις (δηλαδή στο 1m², 1cm στο μέγεθος και 2mm στο ύψος) η ψυχρή κόλληση έχει 0,05%, δηλαδή 20 φορές μικρότερη.</li><li>Η κρύα διαδικασία πληροί 100% τις απαιτήσεις της Ε.Ε. για τη λιγότερη επιβάρυνση του αέρα, σε αντίθεση με τη θερμή διαδικασία κόλλησης. </li></ul><p><strong>Τα πλεονεκτήματα της κρύας διαδικασίας:</strong></p><ul><li>Λόγω της δημιουργίας του δαπέδου με την “κρύα διαδικασία”, δε δημιουργούνται διαφορές στις διαστάσεις των πλακιδίων και δεν υπάρχουν αυξομειώσεις στο πάχος τους.</li><li>Το μικρό μέγεθος των κόκκων του δαπέδου συμβάλλει στην προστασία του εξοπλισμού που πατά στο δάπεδο και την αποφυγή φθοράς ή παραμορφώσεων του εξοπλισμού.</li><li>Το δάπεδο BEFIT PRO διατηρεί το σχήμα και το μέγεθός του ακέραιο και ομοιόμορφο, χωρίς τον κίνδυνο δημιουργίας ανισόπεδου εδάφους.</li><li>Κατά την κρύα διαδικασία χρησιμοποιείται ειδική ποιοτικά ανώτερη κόλλα συγκόλλησης των κόκκων που αποτελούν το πάτωμα. Η ποιότητα της ειδικής αυτής κόλλας εξασφαλίζει ότι ο αέρας γύρω από το δάπεδο δεν είναι βλαβερός. Με αυτόν τον τρόπο εκτός από την υγεία, διασφαλίζεται και η έγκριση από τυχόν ποιοτικό έλεγχο ISO.</li></ul><p></body></html></p>","","","","","","","","Όργανα Γυμναστικής Επαγγελματικά; Πλακίδια; Επένδυση Πατώματος / Τοίχου","N","N","N","befit-zero-epaggelmatiko-dapedo-gymnastirioy-anthraki-100x50x2cm","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/befit-zero-epaggelmatiko-dapedo-gymnastirioy-anthraki-100x50x2cm/","http://192.168.1.18/madfit_gr/images/thumbnails/280/172/detailed/25/94454.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/94454.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/94454_1.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/94454_2-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/94454.jpg","min:0;max:0","length:0;width:0;height:0","0","","out of stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"23828-47840","el","4171","AMILA","60.50","60.50","0.000","12","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/47840.jpg#{[el]:;}","Δαχτυλίδια Συντονισμού/Ρυθμού","","","","","","","","","Sports; Εξοπλισμός - Αξεσουάρ Προπόνησης Ποδοσφαίρου; Ποδόσφαιρο","N","N","N","dakhtylidia-syntonismoy-rythmoy","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/dakhtylidia-syntonismoy-rythmoy/","http://192.168.1.18/madfit_gr/images/thumbnails/280/67/detailed/25/47840.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/47840.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/47840.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"1288-41614","el","4172","AMILA","5.90","5.90","0.000","1642","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/41614.jpg#{[el]:;}","Μπάλα Volley AMILA VAG5-100 No. 5","","","","","","","","","Sports; Μπάλες Volley; Volley","N","N","N","mpala-volley-amila-vag5-100-no-5","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/mpala-volley-amila-vag5-100-no-5/","http://192.168.1.18/madfit_gr/images/thumbnails/280/280/detailed/25/41614.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/41614.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/41614_1.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/41614.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"25406-84796","el","4173","AMILA","175.00","175.00","0.000","4","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/84796-scaled.jpg#{[el]:;}","Μπάρα Fixed AMILA Σχήματος ""W"" 35Kg","","","","","","","","","Fitness; Ελεύθερα Βάρη; Μπάρες Fixed","N","N","N","mpara-fixed-amila-skhimatos-w-35kg","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/mpara-fixed-amila-skhimatos-w-35kg/","http://192.168.1.18/madfit_gr/images/thumbnails/280/40/detailed/25/84796-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/84796-scaled.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/84796-scaled.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
"25817-8330303","el","4008","AMILA","8.50","8.50","0.000","109","","0.00","01 Apr 2025 09:40:57","N","","N","","N","","","1/exim/backup/images/8330303.jpg#{[el]:;}","Γάντια Άρσης Βαρών AMILA Amara Lycra Κίτρινο L","","","","","","","","","Ελεύθερα Βάρη; Fitness; Γάντια/Περικάρπια Άρσης Βαρών","N","N","N","gantia-arsis-baron-amila-amara-lycra-kitrino-l","","A","0","","","","N","","http://192.168.1.18/madfit_gr/amila/gantia-arsis-baron-amila-amara-lycra-kitrino-l/","http://192.168.1.18/madfit_gr/images/thumbnails/280/280/detailed/25/8330303.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/8330303.jpg///http://192.168.1.18/madfit_gr/images/detailed/25/8330303_1.jpg","http://192.168.1.18/madfit_gr/images/detailed/25/8330303.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","CS-Cart","","","","","","","","","","","","","","","","D","","0.000","1.000"
